YEAR,Month,Day,Maximum temperature at 2 meter(degree celcius),Minimum temperature at 2 meter(degree celcius),Relative humidity at 2 meters(%),precipitation(mm/day),Surface pressure(kPA),Wind speed at 10 m/s
2004,7,16,33.52,12.61,46.12,0,87.03,2.4
2004,7,17,33.53,15.8,47.62,0.01,86.93,2.65
2004,7,18,29.5,16.64,62.62,0.85,87.06,2.19
2004,7,19,24.19,14.18,72.12,3.91,87.1,2.63
2004,7,20,28.06,12.49,57.5,0.12,87.25,3.18
2004,7,21,30.11,10.88,46.69,0,87.24,2.99
2004,7,22,30.83,12.29,34.25,0,87.17,3.5
2004,7,23,34.26,13.76,32.75,0,86.98,2.63
2004,7,24,35.72,15.45,34.88,0,87.08,3.58
2004,7,25,31.38,15.4,44.81,0.49,87.33,3.93
2004,7,26,29.73,12.22,39,0.04,87.18,3.74
2004,7,27,31.97,12.4,40.5,0,87.07,2.71
2004,7,28,32.02,15.54,39,0,87,2.8
2004,7,29,28.62,12.81,48.44,0,86.99,3.65
2004,7,30,29.98,12.3,51.56,0.02,86.85,3.2
2004,7,31,32.18,13.12,46.5,0.13,86.74,2.73
2004,8,1,32.49,13.73,41.56,0,86.72,2.84
2004,8,2,28.55,12.7,56.12,0.98,86.75,3.48
2004,8,3,25.61,10.58,54.75,0.08,86.98,3.41
2004,8,4,28.28,11.93,55.75,3.26,86.76,3.15
2004,8,5,24.18,11.83,59.31,1.35,86.82,3.52
2004,8,6,22.69,10.12,55.62,0.46,87.01,4.2
2004,8,7,25.5,9.45,47.5,0.07,87.54,2.18
2004,8,8,30.95,8.39,34.38,0,87.48,2.87
2004,8,9,35.15,12.13,30.56,0,87.28,3.34
2004,8,10,31.8,14.84,35.5,0,87.42,3.93
2004,8,11,34.01,16.08,31.44,0,87.27,3.16
2004,8,12,36.1,15.16,30.5,0,87.05,3.23
2004,8,13,35.82,16.38,33.31,0.31,87.02,2.39
2004,8,14,28.68,17.12,52.38,0.62,87.01,3.11
2004,8,15,29.44,15.76,58.31,1.98,87.09,2.37
2004,8,16,23.11,16.51,68.38,1.62,87.22,2.84
2004,8,17,28.77,14.21,55.25,0.99,87.39,3.71
2004,8,18,30.04,12.48,51.5,0.01,87.28,2.56
2004,8,19,31.07,16.68,49,0.45,87.09,1.97
2004,8,20,30.77,14.76,52.19,0.03,87.11,2.33
2004,8,21,26.26,14.46,53,0.09,86.74,3.45
2004,8,22,14.94,8.03,78,15.45,86.38,5.62
2004,8,23,17.99,6.19,72.81,1.72,86.57,3.16
2004,8,24,18.67,9.21,69.38,0.43,86.59,4.19
2004,8,25,17.49,7.8,68.94,2.45,86.58,6.14
2004,8,26,17.53,7.12,73.38,0.82,87.32,3.84
2004,8,27,23.54,8.51,61.5,0.1,87.61,1.89
2004,8,28,25.4,8.44,57,0,87.46,2.79
2004,8,29,29.5,8.65,50.56,0,87.21,2.46
2004,8,30,31.44,12.01,38.94,0,87.14,2.56
2004,8,31,29.66,15.03,39.88,0.03,87.08,2.27
2004,9,1,21.7,6.78,63.88,0.2,87.14,4.86
2004,9,2,15.52,6.26,66.06,0.35,87.2,5.09
2004,9,3,17.08,6.27,71.06,2.26,87.2,4.41
2004,9,4,21.56,6.65,66.69,0.03,87.23,3.71
2004,9,5,22.37,6.56,54.31,0.01,87.4,2.61
2004,9,6,27.05,4.57,38.5,0,87.3,2.77
2004,9,7,25.7,8.9,46.06,0,87.15,2.44
2004,9,8,26.32,10.27,53.25,0,87,2.85
2004,9,9,21.95,7.88,58.69,0,87,2.18
2004,9,10,26.97,8.38,53.75,0,86.99,2.42
2004,9,11,21.4,10.65,76.38,1.12,87.05,3.73
2004,9,12,16.75,7.87,68.69,0.46,86.78,3.85
2004,9,13,15.01,6.33,71.75,2.07,86.73,5.72
2004,9,14,16.58,6.04,63.94,0.4,87.08,4.27
2004,9,15,16.26,4.82,73.62,0.83,86.78,4.71
2004,9,16,20.2,4.14,66.5,0.14,86.63,3.27
2004,9,17,16.34,4.94,76.62,1.78,86.15,4.44
2004,9,18,13.81,2.57,64.75,0.32,86.12,3.9
2004,9,19,10.11,1.74,74.38,0.68,86.17,2.93
2004,9,20,12.66,2.41,72.31,0.79,87.29,3.8
2004,9,21,18.33,1.51,59.12,0.08,87.74,1.64
2004,9,22,24.32,4.48,48.56,0,87.33,3.2
2004,9,23,23.73,8.12,56.75,0,87.33,1.84
2004,9,24,27.02,6.63,45.38,0,87.3,2.16
2004,9,25,27.46,8.8,44.69,0,87.15,2.93
2004,9,26,22.28,7.76,71.25,0.06,87.24,3.06
2004,9,27,26.58,7.44,56.56,0,87.14,2.55
2004,9,28,26.38,11.21,44.19,0,86.91,2.59
2004,9,29,22.87,7.48,66.31,0.01,86.74,3.43
2004,9,30,21.98,4.83,59.81,0,86.71,2.52
2004,10,1,23.73,6.19,49.88,0,87.03,2.17
2004,10,2,24.51,7.37,39.56,0,87.35,2.21
2004,10,3,24.98,6.76,38.44,0,87.47,2.34
2004,10,4,24.9,7.54,34.25,0.05,87.33,2.52
2004,10,5,24.43,8.3,39.69,0.02,87.17,2.66
2004,10,6,20.96,9,69.12,0.55,87.08,3.27
2004,10,7,21.71,7.85,62.44,0.05,87.17,2.11
2004,10,8,23.39,4.63,60.56,2.48,86.64,5.12
2004,10,9,12.48,2.47,72,1.35,87.09,3.79
2004,10,10,14.62,3.05,71.12,0.2,87.5,2.71
2004,10,11,19.16,2.33,51.5,0,87.58,2.01
2004,10,12,20.58,6.33,50.69,0,87.78,2.91
2004,10,13,22.61,3.21,57.44,0,87.82,3.12
2004,10,14,25.17,6.73,43.19,0,87.43,2.63
2004,10,15,21.03,5.54,64.94,0.01,86.77,3.34
2004,10,16,19.61,2.69,68.44,0.03,85.88,3.23
2004,10,17,14.12,2.38,75.81,4.48,85.14,6.72
2004,10,18,6.94,1.44,74.69,1,85.63,5.68
2004,10,19,9.83,2.41,78.31,3.25,85.02,7.2
2004,10,20,8.69,1.13,85.69,2.41,85.85,2.15
2004,10,21,9.89,1.01,82.19,0.98,86.3,4.12
2004,10,22,8.73,-1.02,86.5,5.29,86.36,4.18
2004,10,23,5.99,-1.27,84.5,2.63,86.44,3.64
2004,10,24,6.59,-2.83,77.19,3.86,86.71,1.88
2004,10,25,8.78,-4.25,64.94,0.85,85.84,4.79
2004,10,26,4.55,1.32,89.81,5.6,85.47,2.99
2004,10,27,7.15,0.01,88.81,2.54,86.13,3.08
2004,10,28,10.91,0.45,80.12,1.36,86.49,3.38
2004,10,29,8.76,-0.27,74.56,0.32,87.22,3.19
2004,10,30,5.83,-1.61,80.31,0.86,87.05,5.59
2004,10,31,4.34,-3.77,75.56,0.17,87.6,3.99
2004,11,1,8.02,-3.62,70.5,0.74,87.86,4.73
2004,11,2,13.27,0.05,74.62,4.88,87.29,6.14
2004,11,3,4.24,-5.6,75.81,1.63,87.67,5.99
2004,11,4,10.35,-5.84,65.75,0,87.53,3.03
2004,11,5,14.39,-2.81,70.38,0.22,87.48,4.36
2004,11,6,16.54,-1.8,53.75,0,87.32,3.7
2004,11,7,16.06,-1.1,57.06,0,87.12,4.87
2004,11,8,17.45,0.12,59.94,0,86.82,4.1
2004,11,9,11.12,0.3,76.19,0.38,86.97,1.75
2004,11,10,10.37,3.33,88.75,2.53,87.12,1.92
2004,11,11,8.91,2.97,92.69,1.01,87.14,1.7
2004,11,12,14,1.47,76.31,0.12,87.15,1.62
2004,11,13,9.91,-0.34,84.88,0.21,87.4,2.39
2004,11,14,12.53,-0.5,66.44,0,87.32,5.68
2004,11,15,13.53,0.91,71.44,0.74,86.93,4.26
2004,11,16,10.18,0.53,83,0.22,87.33,1.92
2004,11,17,12.26,-2.5,74.06,0.16,87.65,2.74
2004,11,18,4.75,-3.38,85.75,0.59,87.67,3.57
2004,11,19,1.97,-4.63,87.69,0.11,87.84,2.82
2004,11,20,3.07,-5.14,77.88,0.01,87.67,2.39
2004,11,21,5.24,-4.82,53.62,0,87.47,1.9
2004,11,22,6.07,-1.51,83.06,0.02,87.1,2.04
2004,11,23,5.58,-0.4,94.06,0.25,87.26,2.59
2004,11,24,6.49,1.38,97.06,0.39,87.21,3.7
2004,11,25,7.14,-2.8,89.31,1.67,86.8,5.51
2004,11,26,2.67,-3.42,74.88,0.21,87.01,1.59
2004,11,27,0.71,-4.38,83.5,1.57,86.8,5.79
2004,11,28,0.08,-5.9,76.62,0.39,87.62,3.21
2004,11,29,3.87,-6.74,65.94,0,87.64,3.78
2004,11,30,2.32,-3.87,85.5,0.57,87.49,3.42
2004,12,1,1.95,-3.77,91.69,1.33,87.65,2.54
2004,12,2,2.42,-6.26,80,0.06,87.87,1.86
2004,12,3,4.82,-7.18,72.19,0,87.29,3.66
2004,12,4,3.39,-6,69,0,85.79,4.38
2004,12,5,1.39,-5.27,74.44,0.47,85.71,3.15
2004,12,6,2.8,-4.74,85.5,24.46,85.23,6.7
2004,12,7,1.27,-3.79,91.19,3.75,85.35,7.29
2004,12,8,2.27,0.73,92.38,22.31,85.43,7.27
2004,12,9,4.58,0.38,96.69,12.45,87.12,4.86
2004,12,10,4.92,1.02,97,0.84,87.27,5.13
2004,12,11,6.6,1.14,97.56,0.83,87.08,3.11
2004,12,12,4.7,-0.56,93.88,0.14,87.05,4.74
2004,12,13,6.49,-1.01,93.88,0.31,87.34,5.41
2004,12,14,6.37,-0.43,92.94,1.12,87.9,3.16
2004,12,15,6.85,-2.74,86.56,0.21,88.18,2.62
2004,12,16,8.48,-2.26,71.5,0,88.23,5.46
2004,12,17,8.83,-1.71,62.5,0,88.27,2.69
2004,12,18,9.63,-1.33,72.19,0,88.13,4.36
2004,12,19,9.3,-2.71,82.62,0.01,87.62,4.8
2004,12,20,0.28,-4.2,85.56,0.01,87.5,2.8
2004,12,21,1.88,-5.11,89.81,0.1,87.58,4.4
2004,12,22,2.72,-3.15,91.62,0.16,87.78,3.19
2004,12,23,5.01,-5.33,66.25,0,87.94,1.98
2004,12,24,8.3,-3.48,74.38,0,87.55,3.41
2004,12,25,6.81,-1.4,73.88,0.01,86.31,4.87
2004,12,26,3.62,-1.12,84.81,1.77,85.82,3.87
2004,12,27,7.56,-2.25,74.75,0.26,86.29,4.41
2004,12,28,6.58,-2.73,80.69,2.45,86.05,4.55
2004,12,29,1.59,-3.46,92,5.21,85.28,3.58
2004,12,30,1.38,-5.79,85.81,3.2,85.37,4.87
2004,12,31,1.7,-5.01,81.56,0.98,85.44,4.38
2005,1,1,0.76,-3.97,82.88,2.55,85.8,4.4
2005,1,2,1.26,-8.42,86.19,1.65,86.5,3.54
2005,1,3,0.39,-9.23,91.12,0.08,86.77,3.78
2005,1,4,-0.85,-12.07,88,0.05,86.54,3.43
2005,1,5,0.51,-12.32,88.12,0.01,86.97,2.66
2005,1,6,1.23,-7.35,88.31,0.44,86.31,3.87
2005,1,7,-1.62,-5.04,84.44,3.25,84.52,7.1
2005,1,8,-1.1,-5.49,83.5,1.81,84.78,6.66
2005,1,9,0.05,-6.67,86.94,1.24,86.04,3.31
2005,1,10,1.83,-8.64,89.44,0.14,86.22,3.1
2005,1,11,-0.05,-10.27,92.25,0.07,86.1,3.65
2005,1,12,0.86,-10.37,90.69,0.07,87,4.91
2005,1,13,0.64,-7.95,88.06,0.03,87.35,2.36
2005,1,14,1.67,-8.08,81.94,0.05,87.46,1.71
2005,1,15,2.06,-3.77,94.44,2.99,87.63,3.83
2005,1,16,3.96,-1.95,97.06,0.32,87.78,2.98
2005,1,17,4.51,-1.12,93.62,1.49,87.68,5.48
2005,1,18,8.43,1.05,98.19,1.22,87.76,4.14
2005,1,19,8.96,-0.41,89.56,0,87.56,4.48
2005,1,20,7.83,-1.63,89.62,0.01,87.12,3.77
2005,1,21,12.14,-2.33,73.38,0,87.15,3.82
2005,1,22,11.49,-2,71.81,0,87.2,5.06
2005,1,23,12.06,-2.27,78.38,0,87.14,5.63
2005,1,24,12.06,-2.39,78.38,0,87.08,4.17
2005,1,25,9.29,-1.46,84,0.13,86.81,5.02
2005,1,26,9.23,-1.05,87.56,0.79,86.35,4.59
2005,1,27,7.96,-0.88,84.44,0.17,86.42,3.02
2005,1,28,5.79,-2.66,79.69,0.62,86.35,5.88
2005,1,29,5.42,-3.49,85.94,0.18,87.43,2.36
2005,1,30,8.09,-3.03,76.06,0.01,87.74,2.17
2005,1,31,6.26,-2.7,79.81,0.01,87.89,2.39
2005,2,1,10.86,-3.35,46.5,0,88.07,1.97
2005,2,2,12.23,-2.32,48.62,0,88.09,3.52
2005,2,3,14.93,-1.39,58.62,0,87.58,4.88
2005,2,4,7.52,-3.45,83.19,0.52,86.98,4.46
2005,2,5,0.91,-3.99,80.69,0.28,86.95,3.05
2005,2,6,3.8,-4.1,74.94,2.48,86.24,3.1
2005,2,7,3.33,-4.03,77.5,0.46,86.74,2.23
2005,2,8,5.3,-5.28,65.38,0,87.11,2.78
2005,2,9,6.63,-4.64,60.06,0.03,87.28,3.46
2005,2,10,8.21,-5.88,61.25,0,87.29,6.14
2005,2,11,8.99,-3.86,69.06,0,86.42,6.3
2005,2,12,8.07,-2.2,85.94,2.52,86.41,3.01
2005,2,13,3.08,-4.94,84.19,2.59,86.73,3.66
2005,2,14,1.51,-6.1,71.31,0.07,86.98,3.16
2005,2,15,5.05,-8.74,62.81,0,87.16,3.82
2005,2,16,5.06,-8.11,52,0,87.26,5.65
2005,2,17,8.01,-8.12,60.12,0,87.01,5.86
2005,2,18,10.24,-3.2,63.19,0,86.23,4.16
2005,2,19,7.97,-1.24,89.25,5.16,85.8,2.63
2005,2,20,7.16,-1.58,88.88,2.1,86.13,3.35
2005,2,21,10.76,-3.01,77.5,0.17,86.78,2.96
2005,2,22,10.64,-3.85,70.12,0.02,87,3.51
2005,2,23,11.68,-3.88,64.62,0,87.11,4.39
2005,2,24,13.63,-2.54,49.69,0,87.08,3.77
2005,2,25,13.62,-1.86,44.12,0,86.77,1.55
2005,2,26,13.85,-1.39,46.19,0,86.63,2.57
2005,2,27,10.62,-2.1,64.88,0.12,86.63,4.59
2005,2,28,8.38,-1.31,70.69,0.3,86.72,4.15
2005,3,1,9.76,-2.67,67.12,0.11,86.57,4.43
2005,3,2,9.04,-1.92,77.5,0.64,86.8,2.56
2005,3,3,12.62,-3.26,63.69,0,86.77,3.38
2005,3,4,12.86,-1.47,65.25,0.01,87.09,1.62
2005,3,5,14.89,-1.42,57.69,0,87.53,2.38
2005,3,6,17.72,0.76,57.75,0.01,87.53,1.76
2005,3,7,17.65,1.96,72,0.05,87.57,2.27
2005,3,8,20.56,3.04,68.44,0.01,87.61,2.55
2005,3,9,18.48,3.01,74.44,0,87.64,2.95
2005,3,10,19.3,3.87,65.56,0,87.74,2.4
2005,3,11,22.43,1.85,52.75,0,87.32,4.14
2005,3,12,13.65,-1,59,0.01,87.38,4.77
2005,3,13,10.69,-2.16,39.5,0,87.58,4.4
2005,3,14,12.66,-2.63,45.88,0,87.39,3.11
2005,3,15,13.79,-1.82,45.12,0.01,86.86,4.97
2005,3,16,11.13,1.19,53.5,0.47,86.38,7.74
2005,3,17,8.61,-2.37,67.5,0.33,86.43,4.27
2005,3,18,11.15,-2.7,75.69,0.36,85.91,3.46
2005,3,19,11.18,0.86,81.62,2.94,85.23,6.59
2005,3,20,8.27,-2.52,71.12,1.11,85.71,7.71
2005,3,21,8.23,-3.66,70.62,2.01,86.56,2.36
2005,3,22,8.19,0.12,80.56,6.08,85.52,3.3
2005,3,23,7.17,-1.8,79,3.34,85.66,2.91
2005,3,24,2.12,-3.92,79.88,2.03,86.56,2.2
2005,3,25,7.08,-3.17,64.19,0.4,87.05,1.66
2005,3,26,10.32,-0.57,79.12,3.77,86.74,7.48
2005,3,27,9.08,1.94,80.06,6.07,85.68,8.08
2005,3,28,7.26,-0.93,73.31,2.17,85.76,6.44
2005,3,29,4.31,-2.92,74.44,3.15,86.14,8
2005,3,30,5.64,-4.12,70.75,0.23,87.47,4.49
2005,3,31,14.17,-4.5,55.31,0.14,87.55,5.09
2005,4,1,10.19,-0.39,72.75,0.46,87.09,4.83
2005,4,2,10.14,-1.23,76.81,0.73,86.52,2.94
2005,4,3,8.03,-1.36,76.88,3.87,85.74,5.65
2005,4,4,5.77,-4.03,69.56,0.75,86.75,4.21
2005,4,5,11.55,-1.29,65.56,0.37,87.27,4.16
2005,4,6,22.56,3.9,51.94,0.01,86.62,6.07
2005,4,7,10.37,-1.66,65.69,0.79,85.99,5.96
2005,4,8,8.04,-2.51,75.5,2.85,85.75,4.29
2005,4,9,8.2,-1.53,70.69,0.97,86.91,5.84
2005,4,10,13.66,-3.33,66,1.72,87.07,1.81
2005,4,11,10.84,1.37,62.38,0.34,86.65,4.14
2005,4,12,6.01,-2.06,59.25,0.58,86.42,4.62
2005,4,13,5.52,-2.55,65.88,1.23,86.69,2.9
2005,4,14,8.94,-3.85,55.19,0.41,87.44,2.45
2005,4,15,14.87,-3.44,52.94,0.25,87.15,3.55
2005,4,16,12.52,2.22,77.12,4.25,86.66,4.71
2005,4,17,7.87,-1.09,71.94,2.49,86.79,4.11
2005,4,18,5.74,-3.39,75.06,0.73,87.16,4.15
2005,4,19,8.49,-1.35,71.69,0.54,86.96,6.26
2005,4,20,14.47,0.73,69.5,0.07,86.83,5.05
2005,4,21,11.22,3.12,77.31,2.2,87.28,2.91
2005,4,22,18,1.52,61.5,2.31,86.78,4.7
2005,4,23,10.21,3.62,77.38,11.74,86.34,2.55
2005,4,24,12.82,1.96,77.5,5.71,86.54,1.85
2005,4,25,15.59,4.7,75.31,3.19,86.9,2.91
2005,4,26,19.16,5.46,66.19,1.43,86.94,1.56
2005,4,27,17.83,5.11,68.06,5.78,86.42,3.5
2005,4,28,14.51,-0.26,51,0.14,86.5,3.8
2005,4,29,14.18,3.29,67.62,0.75,87,3.76
2005,4,30,14.33,4.7,64.56,1.6,87.11,1.25
2005,5,1,17.05,2.67,56.62,2.55,87.01,2.1
2005,5,2,15.62,4.37,73.75,2.07,87.04,2.64
2005,5,3,20.46,4.85,66.56,1.38,86.86,2.6
2005,5,4,17.76,5.87,71,6.49,86.68,2.46
2005,5,5,17.05,7.14,76.81,3.83,86.25,2.75
2005,5,6,13.81,5.58,78.81,6.07,86.23,5.7
2005,5,7,17.25,3.83,65.69,1.03,86.55,2.77
2005,5,8,14.64,4.87,75.69,7.96,86.18,3.05
2005,5,9,10.79,1.74,74,3.65,85.88,4.8
2005,5,10,9.11,0.66,82.5,6.1,86.76,5.29
2005,5,11,15.02,3.55,78.69,0.63,87.06,5.26
2005,5,12,19.35,3.44,66.38,0.01,87.02,2.69
2005,5,13,18.87,5.52,72.38,3.03,87.06,2.34
2005,5,14,21.89,8.9,69.19,2.12,86.93,1.36
2005,5,15,15.55,7.01,81.25,7.81,86.3,3.11
2005,5,16,10.59,3.26,74.25,5.18,85.99,4.79
2005,5,17,12.81,1.23,70.5,0.91,85.95,4.63
2005,5,18,16.64,3.87,70.94,3.55,85.67,6.73
2005,5,19,16.37,2.64,66.38,0.64,86.61,4.09
2005,5,20,12.92,2.67,75.56,2.42,86.95,3.4
2005,5,21,20.19,1.07,65.56,0.42,87.15,3.55
2005,5,22,16.88,2.7,57.69,0.32,87.18,4.23
2005,5,23,16.71,1.82,53.94,0.14,87.25,3.11
2005,5,24,19.13,1.77,52.94,0.01,87.47,3.46
2005,5,25,24.07,2.22,41.88,0,87.43,4.9
2005,5,26,28.24,5.63,36.94,0,87.13,3.71
2005,5,27,30.26,8.49,39.62,0.05,86.74,2.77
2005,5,28,23.92,12.39,55.88,1.65,86.42,2.79
2005,5,29,17.22,7.37,78.5,4.01,86.65,5.3
2005,5,30,23.15,6.68,66.56,1.76,86.96,3.98
2005,5,31,13.98,6.4,74.19,2.02,86.94,4.38
2005,6,1,14.13,5.04,68.62,1.21,86.9,5.09
2005,6,2,17.29,3.55,63.81,0.14,86.85,4.34
2005,6,3,19.81,5.32,55.81,0.01,86.8,3.84
2005,6,4,21.91,4.09,55.81,0.23,86.45,3.3
2005,6,5,12.79,2.1,65.44,2.89,86.31,4.82
2005,6,6,9.55,1.29,68.19,1.71,86.53,3.38
2005,6,7,11.95,0.93,65.25,0.71,86.7,3.51
2005,6,8,18.82,1.7,53.31,0.03,86.59,1.45
2005,6,9,21.5,4.7,50.25,0.01,86.68,2.55
2005,6,10,19.63,7.08,66.06,0.22,86.68,3.57
2005,6,11,17.17,4.92,63.44,0.43,86.64,5.27
2005,6,12,17.39,2.08,56.69,0.18,87.04,4.23
2005,6,13,21.81,3.69,50.5,0.03,87.08,3.49
2005,6,14,20.18,5.71,56.56,0.02,86.63,4.4
2005,6,15,24.55,4.73,50,0,86.56,2.73
2005,6,16,21.74,7.51,58.19,1.2,85.91,5.15
2005,6,17,17.13,4.95,61.88,1.18,85.95,3.8
2005,6,18,16.28,5.8,62.06,0.66,86.44,3.01
2005,6,19,22.18,5.38,51.88,1.87,86.84,3.05
2005,6,20,27.71,7.37,43.69,0.02,86.86,3.16
2005,6,21,26.69,10.84,56.19,0.06,86.8,4.57
2005,6,22,22.09,7.78,58.94,0.08,87.08,4.02
2005,6,23,26.09,6.78,51.69,0.01,87.03,2.47
2005,6,24,28.74,9.78,46.94,0.04,86.78,3.8
2005,6,25,19.9,11.29,63.19,0.35,86.62,2.62
2005,6,26,24.05,9.61,61.44,1.64,86.49,3.38
2005,6,27,19.05,9.51,70.06,5.11,86.56,3.86
2005,6,28,20.76,8.43,67.75,0.79,87.07,4.34
2005,6,29,26.33,7.95,55.62,0.04,87.27,2.53
2005,6,30,30.27,9.86,52.88,0,87.08,3.38
2005,7,1,26.34,10.72,56.12,0.03,86.96,3.87
2005,7,2,23.38,9,53.06,0,87.02,4.01
2005,7,3,26.01,6.45,49.06,0,87.09,2.91
2005,7,4,29.56,10.11,46.19,0,87.23,2.36
2005,7,5,31.05,11.39,53.94,0,87.04,3.32
2005,7,6,26.69,11.95,60.44,0.02,86.95,4.13
2005,7,7,29.99,10.91,53.5,0.01,86.87,3.31
2005,7,8,27.05,9.48,61.81,2.09,86.82,4.18
2005,7,9,21.37,10.34,70.5,4.91,86.74,2.77
2005,7,10,23.62,8.88,65.19,2.34,86.86,3.02
2005,7,11,29.9,9.44,55.38,0.01,87.13,3.33
2005,7,12,31.63,11.39,55.88,0,87.3,3.38
2005,7,13,25.6,10.17,50.75,0,87.55,3.98
2005,7,14,33.13,7.34,40.75,0,87.26,2.43
2005,7,15,34.68,15.18,40.25,0,86.89,4.02
2005,7,16,27.11,11.83,54.94,0,87.03,4.71
2005,7,17,32.4,9.12,38.12,0,87.15,2.99
2005,7,18,33.03,14.68,37.44,0,86.9,3.36
2005,7,19,32.19,13.2,46.5,0,86.77,3.98
2005,7,20,32.51,13.69,38.69,0,87.01,3.1
2005,7,21,35.37,13.3,37.75,0.13,86.98,3.36
2005,7,22,27.53,14.17,56.06,0.27,87.02,4.23
2005,7,23,31.14,11.61,49.5,0,87.34,2.85
2005,7,24,27.08,10.03,47.44,0,87.3,3.93
2005,7,25,26.51,8.37,48.12,0,87.46,3.67
2005,7,26,30.66,9.06,27,0,87.41,3.48
2005,7,27,34.98,11.3,26.44,0,87.05,3.41
2005,7,28,31.38,13.65,42.06,0,86.97,3.54
2005,7,29,32.46,13.76,44.62,0,87.11,3.06
2005,7,30,33.03,14.46,41.62,0,87.3,2.53
2005,7,31,34.67,15.52,42.69,0.41,87.17,3.22
2005,8,1,26.51,15.05,56.69,0.25,87.15,3.85
2005,8,2,27.64,11.8,45.94,0,87.21,3.14
2005,8,3,31.37,9.71,30.94,0,87.29,2.97
2005,8,4,35.08,12.85,31,0,87.29,3.76
2005,8,5,35.65,16.66,34.88,0,87.31,2.44
2005,8,6,35.15,16.57,39.44,0,87.2,2.54
2005,8,7,34.19,15.52,39.12,0,87.04,2.6
2005,8,8,31.83,14.12,41.44,0,87,3.32
2005,8,9,31.64,13.69,42.31,0,87.14,3.04
2005,8,10,28.01,11.19,41.75,0,87.29,3.55
2005,8,11,28.24,10.19,38,0,87.36,3.39
2005,8,12,25.44,7.66,47.81,0,87.2,3.62
2005,8,13,25.87,10.44,45.31,0,87.19,4.22
2005,8,14,29.1,9.2,28.5,0,86.93,2.55
2005,8,15,32.08,12.41,30.12,0,86.97,2.69
2005,8,16,28.6,11.87,53.31,0,87.08,3.59
2005,8,17,25.19,9.02,57.5,0,86.86,3.58
2005,8,18,25.98,10.56,53.06,0,86.77,2.23
2005,8,19,29.81,9.66,40.25,0,86.9,2.17
2005,8,20,32.51,13.63,36.94,0,87.15,2.52
2005,8,21,32.49,12.7,50.12,0.61,87.23,2.89
2005,8,22,28.87,12.8,55.5,0.08,87.12,3.6
2005,8,23,22.4,8.13,52.12,0,86.87,4.01
2005,8,24,25.08,5.5,46.31,0,86.86,2.87
2005,8,25,29.71,7.82,36.12,0,87,2.99
2005,8,26,30.7,13.33,33.94,0,87.2,2.73
2005,8,27,30.34,12.14,41.12,0,87.16,2.94
2005,8,28,30.61,12.76,40.69,0,86.75,3.52
2005,8,29,17.71,7.87,56.44,0.09,86.93,5.07
2005,8,30,21.62,6.98,54.75,0.01,87.5,2.74
2005,8,31,26.16,8.3,45.31,0,87.33,2.26
2005,9,1,28.05,8.77,39.31,0,86.93,2.38
2005,9,2,25.51,11.33,51.5,0,86.78,2.73
2005,9,3,22.55,9.58,60.06,0.01,86.98,2.6
2005,9,4,23.55,7.05,49.38,0,87.13,3.09
2005,9,5,23.61,5.77,48.88,0,87.31,1.86
2005,9,6,26.62,7.03,45.06,0,87.22,2.6
2005,9,7,28.01,8.8,37.69,0,87.22,3.16
2005,9,8,28.81,10.4,37.5,0,86.75,3.86
2005,9,9,15.4,4.96,61.69,0.25,86.5,6.59
2005,9,10,13.48,4.55,65.81,1.9,86.61,2.85
2005,9,11,15.74,3.13,57.06,0.33,86.95,1.19
2005,9,12,19.3,4.92,53.62,0.02,87.06,2.47
2005,9,13,21.08,6.65,53.62,0.13,87.12,1.65
2005,9,14,23.19,7.05,48.38,0,87.07,2.81
2005,9,15,22.05,6.04,55.06,0.11,86.95,2.72
2005,9,16,15.65,5.62,69.81,6.23,86.87,2.66
2005,9,17,14.78,5.32,68.44,0.52,87.13,2.39
2005,9,18,20.76,3.1,51.12,0,87.22,2.31
2005,9,19,24.62,4.81,41.75,0.09,87.31,3.11
2005,9,20,23.07,7.08,52.06,0,87.38,2.81
2005,9,21,21.69,3.98,43.94,0.07,87.28,2.52
2005,9,22,18.05,5.18,46.38,0.18,86.99,3.24
2005,9,23,11.52,1.54,67.44,2.13,86.86,4.14
2005,9,24,14.87,-1.24,53.38,0,87.1,3.43
2005,9,25,19.48,1.76,40.06,0.43,87.37,2.87
2005,9,26,23.93,2.94,41.06,0.03,87.07,3.77
2005,9,27,20.8,7.05,51.69,0,87.41,3.24
2005,9,28,24.73,4.58,45.94,0,87.73,2.43
2005,9,29,25.54,7.15,38.38,0.02,87.23,3.48
2005,9,30,21.47,8.48,71.62,3.58,86.54,3.87
2005,10,1,11.01,3.03,87.62,13.89,86.29,3.09
2005,10,2,12.67,0.07,70.19,3.68,86.46,3.56
2005,10,3,8.71,0.31,77,2.21,86.74,2.44
2005,10,4,12.78,0.58,65.12,0.09,87.47,2
2005,10,5,17.32,1.56,45.5,0.01,87.44,3.91
2005,10,6,20.95,3.58,48.94,0.04,86.93,4.59
2005,10,7,12.86,4.5,72.25,0.08,86.65,2.55
2005,10,8,14.44,3.19,70.88,0.33,86.52,2.76
2005,10,9,14.6,3.78,66.88,0.24,87.27,2.12
2005,10,10,21.12,2.75,52.94,0.01,87.14,3.17
2005,10,11,14.77,5.28,69.31,2.33,87.18,2.22
2005,10,12,19.55,2.69,62.38,0.01,87.27,3.75
2005,10,13,20,4.4,55,0,87.23,2.7
