YEAR,Month,Day,Maximum temperature at 2 meter(degree celcius),Minimum temperature at 2 meter(degree celcius),Earth skin temperature(degree celcius),relative humidity(%),Precipitation(mm/day),Surface pressure(kpa),Wind speed at 10 meters(m/s)
2004,4,6,13.7,11.37,9.17,67.56,0.83,78.82,4.01
2004,4,7,13.85,11.95,8.85,65.75,6.9,78.9,3.68
2004,4,8,13.65,12.32,7.8,72.56,5.3,78.62,4.12
2004,4,9,5.94,8.97,3.05,80.94,7.24,78.77,4.66
2004,4,10,0.46,7.14,-2.27,81.06,7.35,79.26,3.27
2004,4,11,7.67,15.41,1.23,58.19,2.83,78.96,3
2004,4,12,7.96,16.27,0.69,63.25,4.48,79.14,4.23
2004,4,13,18.04,19.91,9.41,46.56,0.06,79.15,2.67
2004,4,14,20.06,17.49,11.73,36.5,0.05,78.67,4.6
2004,4,15,20.64,18.16,12.67,32.5,0,78.66,3.77
2004,4,16,22.24,18.39,14.44,29.81,0.04,78.78,3.56
2004,4,17,23.64,18.93,15.27,29.62,0.13,78.52,7.11
2004,4,18,14.43,11.34,10.56,35.44,0.07,78.46,7.69
2004,4,19,18.51,19.21,9.67,37.5,0.19,78.86,5.85
2004,4,20,16.06,15.39,8.88,38.56,0.03,78.48,4.12
2004,4,21,12.22,11.48,5.4,63.56,3.57,78.23,3.12
2004,4,22,7.34,10.73,2.86,77.69,7.95,78.66,3.73
2004,4,23,1.58,5.89,-1.06,88.38,10.45,79.44,4
2004,4,24,12.78,16.12,4.5,63,1.82,78.91,3.31
2004,4,25,10.99,11.39,6.12,63.12,1.89,79.48,2.8
2004,4,26,18.51,19.97,10.21,43.69,0,79.87,3.77
2004,4,27,23.62,20.08,14.46,31.94,0.03,79.23,4.71
2004,4,28,23.1,18.69,14.55,28.94,0.07,78.1,5.47
2004,4,29,11.98,14.01,6.44,69.19,2.35,78.75,4.6
2004,4,30,5.02,8.86,2.27,74.19,6.12,79.28,4.19
2004,5,1,13.35,16.4,6.13,52.88,1.24,79.59,3.16
2004,5,2,20.23,19.41,11.76,42.44,0.12,79.54,3.34
2004,5,3,24.31,17.99,16.73,35.88,0.2,79.24,4.02
2004,5,4,24.68,17.94,17.48,38.12,0.09,79.11,3.34
2004,5,5,28.53,18.2,20.51,28.62,0.06,78.95,4.34
2004,5,6,28.35,18.96,20.82,24.88,0.08,79.15,3.65
2004,5,7,27.34,18.83,20.63,26.25,0,79.21,2.69
2004,5,8,26.44,17.04,20.31,25.19,0.02,79.13,2.48
2004,5,9,26.87,18.33,20.16,27.62,0,78.86,2.61
2004,5,10,27.24,19.48,19.04,29.5,0.09,78.64,5.83
2004,5,11,26.58,20.38,18.1,32.19,0.11,77.92,7.49
2004,5,12,16.15,15.62,9.96,59.56,11.83,78.52,3.94
2004,5,13,10.55,11.12,6.71,69.19,5.78,79.1,2.14
2004,5,14,17.75,18.7,10.44,48.62,0.64,79.24,3.09
2004,5,15,21.39,18.16,14.32,37.38,0.13,79.04,3.12
2004,5,16,25,18.89,16.31,34.38,0.05,78.62,4.33
2004,5,17,22.19,15.2,15.75,43.81,0.43,79,2.3
2004,5,18,26.86,19.42,19.3,35.69,0.1,79.01,4.07
2004,5,19,28.94,19.7,20.48,33.5,0,78.95,4.27
2004,5,20,26.89,18.86,18.68,45.38,0.04,79.13,4.48
2004,5,21,27.07,18.93,19.61,28.25,0.01,78.64,4.77
2004,5,22,23.16,15.44,17.55,33.56,0.14,78.41,2.32
2004,5,23,24.85,20.02,17.59,31.75,0.1,78.4,4.16
2004,5,24,24.09,19.23,16.31,40.81,0.38,78.61,2.84
2004,5,25,22.11,17.72,14.9,51.31,0.39,78.77,3.3
2004,5,26,24.14,19.73,16.29,33.94,0.1,78.5,5.17
2004,5,27,24.87,17.04,18.61,34.25,0.11,78.74,2.52
2004,5,28,29.56,18.81,21.04,32.69,0.13,78.47,5.1
2004,5,29,22.96,16.82,16.44,40.19,2.57,78.07,4.1
2004,5,30,15.51,14.01,10.49,34,0.31,78.63,6.12
2004,5,31,20.95,19.2,13.36,34.69,0.18,78.86,5.23
2004,6,1,24.58,19.46,17.25,32.19,0.05,79.03,2.73
2004,6,2,23.41,15.39,18.62,40.06,0.25,79.38,2.3
2004,6,3,29.42,19.45,21.49,43.81,1.22,79.52,3.82
2004,6,4,30.33,19.31,22.38,32,0.12,79.39,2.83
2004,6,5,27.39,15.48,21.84,37.31,0.18,79.25,3.86
2004,6,6,33.1,19.49,25.59,27.88,0,78.7,4.06
2004,6,7,34.31,19.23,27.01,20.31,0.12,78.37,3.61
2004,6,8,30.01,17.2,23.35,32.31,1.22,78.76,3.42
2004,6,9,28.36,16.14,21.51,51.5,3.71,78.78,4.32
2004,6,10,26.11,16.53,19.68,32.12,0.28,78.36,5.72
2004,6,11,23.75,18.05,17.45,30.94,0.09,78.74,3.97
2004,6,12,23.66,16.8,17.4,29.19,0.17,79.07,3.14
2004,6,13,30.05,20.36,22.26,30.44,0.19,79.12,3.42
2004,6,14,32.16,22.09,23.68,35.19,0.17,79.18,2.66
2004,6,15,29.99,17.63,22.89,41.38,1.08,79.09,2.61
2004,6,16,23.33,12.48,18.69,64,6.42,79.27,2.93
2004,6,17,25.11,15.72,18.01,67,7.38,79.52,2.56
2004,6,18,21.67,14.09,15.63,69.94,7.97,79.8,2.74
2004,6,19,26.93,19.59,18.68,59.88,2.37,79.64,2.97
2004,6,20,26.81,18.22,20.14,50.25,3.78,79.22,2.3
2004,6,21,13.03,6.62,10.84,80.94,10.99,79.26,2.8
2004,6,22,23.34,19.16,16.73,44.44,0.07,79.46,2.77
2004,6,23,25.93,17.84,19.51,38.56,1.07,79.52,3.6
2004,6,24,24.51,13.52,19.51,42.25,0.76,79.58,4.75
2004,6,25,23.59,13.4,18.49,59.25,3.41,79.57,3.18
2004,6,26,24.27,15.97,18.42,61.19,5.54,79.45,2.31
2004,6,27,19.58,10.7,15.39,69.44,13.2,79.7,3.34
2004,6,28,24.55,17.21,17.95,61.62,5.09,79.7,2.92
2004,6,29,24.4,14.27,18.76,57.5,2.79,79.45,3.47
2004,6,30,19.3,9.45,15.81,69.31,10.37,79.39,2.3
2004,7,1,25.46,15.37,19.41,54.06,1.28,79.43,3.28
2004,7,2,29.62,18.74,22.15,40.62,0.23,79.36,2.76
2004,7,3,28.36,18.2,21.12,30.75,0.05,79.15,3.12
2004,7,4,29.07,18.48,21.57,35.31,0.13,79.08,2.32
2004,7,5,27.77,16.95,21.49,45.38,0.59,79.31,2.85
2004,7,6,27.31,18.22,21.21,51.06,0.38,79.53,3.15
2004,7,7,31.73,19.04,24.11,30.25,0.08,79.07,3.69
2004,7,8,32.85,19.45,25.38,28.12,0.06,78.92,2.56
2004,7,9,31.45,18.92,24.31,42.19,1.93,79.32,3.52
2004,7,10,27.31,13.01,22.94,45.12,3.01,79.48,2.49
2004,7,11,32.77,18.41,25.99,36.25,0.27,79.45,3.61
2004,7,12,32.96,16.5,26.79,32.5,0.07,79.56,4.41
2004,7,13,34.29,18.09,27.01,30.94,0.06,79.58,5.26
2004,7,14,30.57,14.92,24.48,44.44,2.33,79.6,3.19
2004,7,15,32.37,16.17,25.48,49.31,3.86,79.55,3.23
2004,7,16,20.93,7.41,17.8,80.62,18.73,79.73,3.26
2004,7,17,21.05,8.63,17.74,76.94,5.34,79.75,2.55
2004,7,18,29.16,15.48,23.5,53.56,1.07,79.54,3.19
2004,7,19,28.49,12.29,22.98,52.12,3.49,79.48,3.63
2004,7,20,30.82,15.27,24.08,46.25,2.06,79.37,3.52
2004,7,21,29.35,14.32,23.82,44.94,0.95,79.45,3.14
2004,7,22,27.51,17.52,20.22,60.94,10.54,79.55,3.8
2004,7,23,18.48,8.09,14.48,81.44,12.1,79.69,2.83
2004,7,24,20.2,10.8,15.75,76.12,3.16,79.99,2.52
2004,7,25,24.01,16.41,17.9,59.44,0.98,79.95,3.43
2004,7,26,28.48,18.16,20.21,49.94,0.84,79.52,3.7
2004,7,27,23.99,11.51,18.67,55.81,0.81,79.22,3.14
2004,7,28,22.18,11.67,17.55,63.25,4.09,79.35,3.09
2004,7,29,28.76,19.77,20.93,45.62,0.88,79.19,3.43
2004,7,30,28.44,17.25,21.82,39,0.43,79.19,3.44
2004,7,31,31.51,18.01,24.33,32.44,0.16,79.36,3.08
2004,8,1,33.32,18.77,25.91,30.94,0.1,79.52,2.45
2004,8,2,31.05,15.23,23.73,44.81,0.63,79.37,2.82
2004,8,3,29.24,13.49,23.67,45.38,0.22,79.28,2.36
2004,8,4,30.77,17.85,23.86,48.81,3.67,79.58,3.12
2004,8,5,27.57,12.43,20.58,67.12,6.52,79.54,2.48
2004,8,6,28.32,15.41,20.94,53.56,2.01,79.47,3.51
2004,8,7,28.69,14.6,22.4,41.19,0.59,79.42,3.03
2004,8,8,26.69,14.44,20.45,43.44,0.41,79.79,4.02
2004,8,9,28.92,16.81,21.73,50.12,0.14,79.86,3.4
2004,8,10,28.44,16.8,20.79,51.12,2.1,79.65,4.54
2004,8,11,23.35,12.73,18.51,62.62,0.93,79.74,2.59
2004,8,12,24.39,15.88,18.3,50,0.26,79.73,3.21
2004,8,13,25.54,16.16,18.92,48.19,0.04,79.65,4.13
2004,8,14,26.23,16.06,19.75,48.44,0.08,79.59,4.27
2004,8,15,27.78,16.17,21.24,47.44,0.1,79.54,4.28
2004,8,16,27.76,15.59,21.38,43.31,0.04,79.68,3.35
2004,8,17,28.77,15.77,21.93,42.69,0.63,79.47,3.69
2004,8,18,20.83,10.59,16.19,70,22.04,79.34,3.4
2004,8,19,19.92,10.99,14.94,73.44,11.71,79.42,2.56
2004,8,20,21.66,13.29,16.53,63.5,1.92,79.52,2.66
2004,8,21,21.26,11.07,16.2,62.75,1.5,79.27,3
2004,8,22,24.35,13.18,18.32,55.69,2.57,79.03,2.69
2004,8,23,28.04,16.27,20.05,40.19,0.39,78.77,3.64
2004,8,24,26.51,16.48,18.01,39.94,0.29,78.92,2.95
2004,8,25,27.9,18.96,18.99,39.12,0.02,78.88,3.63
2004,8,26,28.21,18.59,18.99,47.81,0.68,78.89,3.12
2004,8,27,14.3,7.55,11.98,78.5,9.14,79.57,2.77
2004,8,28,23.68,18.48,15.45,51.44,0.37,79.65,2.72
2004,8,29,26.01,18.62,17.39,35.81,0.03,79.51,3.56
2004,8,30,27.73,18.72,19.08,46,0.81,79.63,3.8
2004,8,31,26.21,13.84,19.74,44.38,0.5,79.87,2.82
2004,9,1,27.26,16.62,20.43,42.94,0,79.73,3.48
2004,9,2,29.87,18.16,21.6,32.06,0.13,78.99,3.16
2004,9,3,29.46,17,21.35,32.88,0.13,78.65,4.86
2004,9,4,19.21,9.02,15.62,67.81,4.37,78.85,2.64
2004,9,5,21.52,15.06,14.75,52.5,0.71,79.09,4.18
2004,9,6,24.87,18.52,16.97,40.56,0,79.65,3.21
2004,9,7,26.55,18.27,18.5,40.12,0.09,79.52,3.05
2004,9,8,27.76,17.41,19.85,34.06,0.11,79.49,2.69
2004,9,9,28.8,17.7,21.02,31.31,0.09,79.39,2.39
2004,9,10,23.43,9.97,17.8,46.94,0.65,79.43,3.51
2004,9,11,29.17,17.73,21.01,35.44,0.05,79.63,3.85
2004,9,12,29.87,17.66,19.94,36.56,0.17,79.14,4.29
2004,9,13,29.3,15.74,20.85,40.94,0.01,78.66,3.79
2004,9,14,27.94,18.91,18.12,48.25,0.35,78.55,3.91
2004,9,15,24.97,22.09,14.91,35.69,0.01,79.03,2.52
2004,9,16,28.18,21.1,17.65,31.31,0.15,79.06,3.59
2004,9,17,29.37,18.55,19.5,29.38,0.12,79.1,3.52
2004,9,18,28.87,18.48,20.2,28.81,0.07,78.93,5.63
2004,9,19,24.61,10.6,18.47,53,0.81,78.51,7.85
2004,9,20,26.42,17.89,18.67,51.88,1.3,78.48,5.97
2004,9,21,11.56,9.12,8.1,79.31,11.45,79.26,3.87
2004,9,22,13.37,11.88,7.73,68.31,3.5,79.25,2.74
2004,9,23,19.55,18.67,10.68,51.75,0.22,79.45,3.66
2004,9,24,18.83,12.52,12.76,50.81,0.09,79.8,2.2
2004,9,25,19.27,13.16,12.72,61.56,1.23,79.77,3.63
2004,9,26,21.73,14.62,14.78,48.81,0.19,79.51,3.34
2004,9,27,19.8,13.02,13.25,54.81,3.14,79.75,4.66
2004,9,28,18.28,12.3,12.55,69.69,4.06,79.71,3.02
2004,9,29,19.32,11.88,13.71,55.75,1.18,78.99,2.43
2004,9,30,17.36,11.47,11.69,59.19,1.87,78.64,2.89
2004,10,1,12.61,8.17,8.79,74.5,6.02,79.43,3.61
2004,10,2,19.98,16.1,12.52,54.12,2.03,79.72,1.87
2004,10,3,19.1,13.83,12.52,50.25,1.2,79.82,2.48
2004,10,4,18.23,13.03,11.47,59.44,0.79,79.73,3.54
2004,10,5,17.06,11.96,9.76,73,3.88,79.27,2.33
2004,10,6,12.93,7.59,8.67,77.25,5.41,79.14,3.87
2004,10,7,20.65,16.14,11.95,42.31,0.21,79.39,3.4
2004,10,8,19.29,14.7,10.97,46.31,0.11,79.85,3.16
2004,10,9,23.41,18.57,13.12,35.88,0.03,79.27,4.21
2004,10,10,19.06,14.07,11.14,47.56,0.03,79.09,3.45
2004,10,11,12.71,8.56,8.33,74.62,0.05,79.46,2.57
2004,10,12,18.26,14.88,10.11,60.94,3.39,79.28,3.48
2004,10,13,8.13,8.88,3.43,68,7.1,79.54,5.1
2004,10,14,16.87,18.04,6.73,55.25,1.47,78.95,4.75
2004,10,15,16.43,15.12,7.85,60,0.17,78.61,4.27
2004,10,16,21.87,21.01,9.81,46.62,0,78.35,4.12
2004,10,17,20.18,16.07,9.62,45,0.12,78.22,3.74
2004,10,18,17.66,15.38,8.65,53.88,0.19,78.14,2.89
2004,10,19,17.98,15.33,8.93,52.75,0.12,78.49,3.47
2004,10,20,20.26,16.24,10.23,51.5,0.06,78.53,3.72
2004,10,21,22.12,17.43,11.33,43.25,0.06,78.29,5.16
2004,10,22,12.68,11.81,6.66,49.88,0.31,77.92,7.24
2004,10,23,18.8,19.09,7.49,40.44,0,78.42,3.81
2004,10,24,13.19,12.19,5.93,56.62,0.62,78.52,2.56
2004,10,25,14.92,14.79,6.08,63.44,0.08,78.59,4.45
2004,10,26,17.74,15.71,7.78,53.56,0.07,78.73,2.98
2004,10,27,19.01,16.05,8.21,59.25,0.14,78.84,3.52
2004,10,28,19.56,15.92,10.48,51.75,0.22,78.33,6.38
2004,10,29,9.83,10.23,3.97,48.5,0.36,78.36,6.55
2004,10,30,13.42,15.41,3.58,49.31,0.01,78.69,2.27
2004,10,31,10.16,12.92,2.35,62.25,6.07,78.37,3.4
2004,11,1,-1.67,7.47,-5.28,77,2.82,79.33,7.98
2004,11,2,8.86,17.93,-3.04,43.56,0,79.66,2.48
2004,11,3,14.41,14.81,2.26,47.81,1.2,79.17,2.52
2004,11,4,14.5,17.29,2.93,66.12,0.49,79.71,3.21
2004,11,5,19.05,18.53,6.28,36.19,0,79.63,4.73
2004,11,6,20.19,16.98,7.48,30.44,0.02,79.49,4.7
2004,11,7,19.26,18.21,6.74,34.12,0.03,79.63,4.23
2004,11,8,20.49,17.05,7.44,44.88,0.23,79.4,2.89
2004,11,9,16.46,12.29,8.24,53.56,1.76,78.66,4.65
2004,11,10,4.3,9.17,1.68,84.31,3.84,79.45,7.84
2004,11,11,9.78,15,1.26,67,0.48,79.44,2.45
2004,11,12,5.52,8.38,0.83,76.12,0.54,79.24,1.99
2004,11,13,6.15,8.96,0.67,72.88,0.41,79.24,4.39
2004,11,14,10.11,11.94,2.48,65.5,0.24,79.48,3
2004,11,15,15.23,15.97,3.2,51.94,0,79.52,2.32
2004,11,16,14.15,13.74,4.69,52.31,0.28,79.35,2.63
2004,11,17,11.03,9.43,4.58,63.75,0.37,79.48,2.65
2004,11,18,10.16,10.07,3.67,71,0.13,79.44,2.02
2004,11,19,9.75,13.45,2.08,63.75,0.17,78.87,3.7
2004,11,20,0.26,5.75,-2.66,81.44,1.83,78.92,4.52
2004,11,21,8.05,13.89,-1.07,67.88,0.53,78.99,3.15
2004,11,22,11.73,15.07,1.4,61.06,0.21,78.71,3.26
2004,11,23,4.1,9.29,-1.6,79.81,0.71,78.61,2.14
2004,11,24,3.4,8.85,-1.7,61.56,0.37,78.72,3.68
2004,11,25,8.51,9.7,1.01,57.25,0.01,78.39,3.61
2004,11,26,4.86,10.92,-1.02,71.75,0.96,78.21,2.75
2004,11,27,2.25,9.32,-2.74,66.94,2.26,78.24,3.93
2004,11,28,-1.52,8.84,-5.53,79,3.59,77.92,5.78
2004,11,29,-7.21,6.99,-10.89,73.38,1.19,79.09,3.58
2004,11,30,2.96,17.93,-8.07,50.12,0,78.84,5.38
2004,12,1,0.05,10.42,-7.51,57.19,0.72,78.97,2.65
2004,12,2,2.69,14.83,-7.58,54.5,0,79.06,3.23
2004,12,3,6.93,15.03,-3.45,52.06,0.1,78.85,4.26
2004,12,4,9.15,12.09,-0.26,52.06,0.25,78.41,5.13
2004,12,5,6.16,10.75,-1.14,57.88,0.09,77.78,3.77
2004,12,6,3.91,10.42,-3.18,54.56,0.05,78.01,2.88
2004,12,7,8.02,15.35,-2.42,51.88,0.01,78.3,3.3
2004,12,8,7.3,9.97,-0.06,51.38,0.51,78.27,3.76
2004,12,9,6.95,8.89,0.39,60.5,1.47,78.7,6.22
2004,12,10,10.22,12.28,1.37,63.81,0.23,79.53,6.05
2004,12,11,11.58,10.98,2.08,53.75,0,79.05,5.99
2004,12,12,8.72,14.84,0,66,0.07,79.37,2.45
2004,12,13,4.08,10.19,-2.45,59.38,0.06,80.08,2.01
2004,12,14,10.73,13.74,0.44,61.56,0.04,79.65,4.12
2004,12,15,4.44,6.8,-0.42,73.19,1.93,79.42,3.44
2004,12,16,4.34,8.47,-1.65,66.94,0.36,80.11,3.59
2004,12,17,8.54,11.84,-0.99,45.69,0.21,79.7,4.7
2004,12,18,5.99,9.6,-1.85,49.19,0.06,79.79,4.25
2004,12,19,11.05,13.72,0.81,45.56,0,79.28,6.63
2004,12,20,7.35,11.96,0.1,50.06,0.23,78.17,8.2
2004,12,21,1.35,10.61,-3.93,54.81,0.55,78.46,3.98
2004,12,22,-3.79,6.91,-7.29,64.81,2.05,78.74,2.83
2004,12,23,-10.17,6.29,-12.91,63.94,0.47,78.99,3.85
2004,12,24,4.43,20.51,-5.49,45.19,0.11,78.77,7.09
2004,12,25,8.06,11.56,-1.13,53.19,0.59,78.86,5.08
2004,12,26,8.75,12.41,-1.25,45.44,0.1,78.87,3.88
2004,12,27,10.14,10.16,0.33,41.88,0.1,79,2.03
2004,12,28,9.69,11.43,0.55,54.88,0,79.01,3.31
2004,12,29,9.51,10.37,1.22,70.69,0.76,78.35,5.22
2004,12,30,6.11,9.52,-0.28,52.38,0.29,78.2,7.04
2004,12,31,9.3,12.64,0.08,50.31,0.05,78.49,4.23
2005,1,1,7.33,10.17,-0.52,50.88,0.04,78.43,3.58
2005,1,2,5.77,11.16,-1.54,58.81,0.12,78.92,2.33
2005,1,3,7.75,11.38,-0.75,61.62,0.01,78.94,2.46
2005,1,4,-1.33,10.04,-3.83,80.19,1.71,78.64,3.31
2005,1,5,-8.3,5.1,-10.3,80.62,2.23,78.5,2.15
2005,1,6,1.94,11.84,-6.3,60.25,0.47,77.97,3.53
2005,1,7,0.76,11.52,-6.92,54.81,0.31,78.19,3.65
2005,1,8,7.65,13.29,-1.15,63.06,0.44,78.24,7.32
2005,1,9,11.01,11.38,1.29,62.94,0.55,78.67,5.89
2005,1,10,10.87,11.7,0.71,70.69,0.22,78.52,3.19
2005,1,11,10.28,12.79,0.75,71,0.61,77.57,4.29
2005,1,12,0.37,8.51,-4.33,73.94,5.18,77.66,5.73
2005,1,13,1.38,10.61,-6.63,51.25,0.23,78.68,5.46
2005,1,14,4.16,14.2,-6.09,56.12,0,79.15,3.96
2005,1,15,4.69,15.11,-5.6,56.56,0.14,79.56,5.42
2005,1,16,5,13.65,-3.74,65.88,0.1,79.69,3.45
2005,1,17,6.63,9.95,-1.3,67.88,0.25,79.71,2.67
2005,1,18,10.29,13.33,1.19,57.94,0.01,79.57,6.67
2005,1,19,13.8,13.7,2.94,59.88,0.05,79.82,4.88
2005,1,20,17.68,16.51,4.51,39.56,0.05,79.39,4.41
2005,1,21,13.79,15.57,3.65,53.06,0.33,79.04,4.96
2005,1,22,9.31,12.7,0.33,67.12,0.14,79.63,2.34
2005,1,23,16.48,17.16,3.91,43.56,0.17,79.38,4.44
2005,1,24,17.11,17.3,3.44,38.81,0.01,79.17,2.49
2005,1,25,12.42,12.7,2.48,47.75,0.03,79.02,4.22
2005,1,26,10.05,12.12,1.43,54.5,0.1,78.97,2.4
2005,1,27,9.66,9.73,2.83,70.31,0.13,78.49,2.03
2005,1,28,7.8,8.83,2.05,71.56,0.48,78.73,2.48
2005,1,29,2.33,5.15,-1.11,85.5,4.41,78.98,2.01
2005,1,30,2.69,5.7,-0.52,84.88,3.63,78.84,1.86
2005,1,31,-0.42,6.48,-3.65,80.69,3.74,79.32,3.77
2005,2,1,-0.24,6.98,-5.19,70.81,0.15,79.26,3.07
2005,2,2,3.92,11.81,-4.24,67.06,0.04,79.58,2.68
2005,2,3,7.27,12.33,-1.71,62.62,0.64,79.77,2.73
2005,2,4,10.89,13.38,0.99,57.69,0.01,79.21,3.23
2005,2,5,10.43,12.52,1.31,44,0.11,78.39,4.21
2005,2,6,1.03,6.06,-1.84,72.31,0.02,78.55,2.85
2005,2,7,5.41,10.41,-1.25,70.56,0.12,78.37,2.14
2005,2,8,1.5,8.32,-2.67,67.62,0.2,78.6,2.83
2005,2,9,3.65,11.81,-3.7,46.31,0.16,79.18,3.76
2005,2,10,9.4,15.43,-1.38,33.38,0.12,79.44,3.47
2005,2,11,11.64,14.19,1.74,42.06,0.2,79.18,3.26
2005,2,12,8.96,8.15,2.4,69.75,0.18,78.12,2.89
2005,2,13,10.07,12.07,1.92,52.44,0.15,78.48,6.2
2005,2,14,11.5,14.14,2.44,53.88,0.09,78.47,4.24
2005,2,15,4.31,10.78,-1.26,73.5,1.12,78.76,3.36
2005,2,16,4.31,10.66,-1.81,71.31,0.4,78.99,2.95
2005,2,17,9.2,15.25,-0.85,36.5,0,79.19,3.34
2005,2,18,9.7,13.96,0.87,49.31,0.53,78.81,2.48
2005,2,19,12.24,13.91,2.12,60.44,0.15,78.17,5.12
2005,2,20,9.65,12.39,1.63,56.56,0.07,78.42,3.01
2005,2,21,10.14,12.88,2.87,48.88,0.02,78.81,4.04
2005,2,22,6.21,9.25,0.58,68.81,0.24,79.01,3
2005,2,23,3.31,7.62,-0.93,63.38,0.29,79.08,3.38
2005,2,24,7.4,12.16,0.21,45.88,0,79.16,2.16
2005,2,25,8.44,11.66,1.23,44.38,0.07,78.93,2.98
2005,2,26,6.61,10.67,1.58,53.12,0.27,78.51,3.57
2005,2,27,5.57,10.2,1.06,54.56,0.09,78.84,3.46
2005,2,28,7.07,11.66,0.34,53,0.01,78.76,3.77
2005,3,1,7.7,11.38,1.62,55.06,1.06,78.65,2.36
2005,3,2,8.07,12.69,0.8,46.25,0.09,78.84,3.52
2005,3,3,9.85,12.64,1.76,33.81,0,78.89,2.59
2005,3,4,11.12,13.59,3.42,41.56,0.13,79.06,3.02
2005,3,5,13.41,14.98,4.53,43.56,0.12,79.15,3.3
2005,3,6,14.15,15.47,5.66,49.31,0.04,78.76,5.08
2005,3,7,9.85,13.4,3.71,48.75,0.09,78.89,5.11
2005,3,8,7.78,9.98,2.39,56.81,1.29,79.01,6.07
2005,3,9,15.1,17.22,6.06,52.25,0.15,79.19,5.82
2005,3,10,8.83,10.07,3.51,58.19,0.02,79.24,4.13
2005,3,11,16.1,19.3,5.78,44.69,0,79.13,5.57
2005,3,12,16.16,17.2,8.08,41,0.4,78.37,5.97
2005,3,13,0.01,7.42,-2.3,70.69,3.79,78.8,4.2
2005,3,14,-4.46,2.79,-4.95,63.62,2.32,78.79,2.22
2005,3,15,1.69,9.71,-3.13,41.44,0.57,78.78,2.39
2005,3,16,6,13.42,-0.3,47.5,0.56,78.6,4.12
2005,3,17,8.8,11.84,2.32,49.94,0.55,77.96,4.87
2005,3,18,3.49,8.05,-0.43,54.5,0.32,78.18,2.26
2005,3,19,11.6,16.12,3.44,46.12,0.13,78.29,3.41
2005,3,20,11.08,11.23,5.08,60.5,2.44,77.99,2.27
2005,3,21,6.29,9.49,1.8,62.69,2.61,78.25,6.71
2005,3,22,9.83,14.73,3.61,53.44,0.26,78.57,3.88
2005,3,23,11.26,13.47,3.71,62.25,0.99,77.82,3.16
2005,3,24,5.69,12.02,1.16,68.31,1.94,78.23,2.96
2005,3,25,3.51,10.04,-0.48,71.62,1.19,78.53,2.43
2005,3,26,4.07,9.13,-0.17,69.75,1.32,78.92,3.03
2005,3,27,14.89,19.85,5.19,45.75,0,78.72,4.45
2005,3,28,19.82,18.16,8.15,40.38,0.25,77.92,5.98
2005,3,29,8.93,11.31,2.98,55.88,1.62,77.52,5.58
2005,3,30,6.66,11.03,1.63,58.12,4.86,78.03,3.87
2005,3,31,1.24,7.98,-2.6,68.38,1.93,79.43,6.99
2005,4,1,12.9,19.98,2.97,43.12,0,79.53,4.11
2005,4,2,16.51,17.57,7.79,37.25,0.62,79.05,3.59
2005,4,3,19.51,17.63,9.68,36.94,0.02,78.48,4.45
2005,4,4,17.26,14.35,9,45.94,0.18,77.99,4.29
2005,4,5,9.21,8.97,3.46,64.81,7.31,78.76,9.23
2005,4,6,13.52,16.59,5.4,46.75,0,79.77,4.93
2005,4,7,22.03,23.41,10.99,35.88,0.05,79.15,4.56
2005,4,8,17.94,15.89,10.07,36.44,0.13,77.88,8.16
2005,4,9,15.05,15.95,7.47,51.81,3.59,77.71,3.84
2005,4,10,0.37,5.22,-2.52,92.5,26.78,78.3,9.16
2005,4,11,4.73,10.51,-2.85,74.94,2.33,78.62,4.84
2005,4,12,13.3,18.3,3.87,53.62,0.13,78.98,3.48
2005,4,13,18.63,20.19,9.32,42.56,0.12,79.15,4.65
2005,4,14,21.54,18.19,12.33,41.44,0.08,78.86,4.82
2005,4,15,16.19,15.95,8.73,58.5,0.1,79.4,3.39
2005,4,16,21.78,20.5,12.83,47.19,0.12,79.34,2.17
2005,4,17,16.68,11.49,10.29,43.81,0,79,2.77
2005,4,18,23.05,19.48,14.12,35.25,0,78.39,3.98
2005,4,19,19.23,15.36,12.15,39.56,0.22,78.32,3.29
2005,4,20,18.96,17.91,10.24,54.81,3.57,78.58,4.26
2005,4,21,14.98,17.12,7.6,46.81,0.14,79.09,4.91
2005,4,22,13.4,15.39,7.23,55.88,0.07,79.72,3.73
2005,4,23,19.17,19,11.53,47.19,0.04,79.26,4.23
2005,4,24,9.62,8.17,5.95,72.75,13.02,78.35,3.06
2005,4,25,8.05,7.16,4.9,75,7.45,78.4,4.9
2005,4,26,14.44,16.62,6.9,53.44,0.32,78.75,4.38
2005,4,27,16.9,19.02,8.02,64,3.86,78.58,4.19
2005,4,28,13.55,14.8,6.9,64.75,2.01,78.27,2.78
2005,4,29,5.45,12.09,1.63,70.38,1.66,78.73,3.15
2005,4,30,9.85,14.84,2.79,67.25,2.19,79.1,2.91
2005,5,1,6.94,9.94,2.8,71.69,2.08,79.34,3.01
2005,5,2,10.66,15.55,5.11,68.75,1.22,79.3,2.26
2005,5,3,14.3,17.06,8.39,56.06,0.31,79.09,3.12
2005,5,4,17.31,15.84,11.32,49.31,0.13,79.11,3.17
2005,5,5,21.16,17.36,14.08,49.19,0.07,79.11,2.54
2005,5,6,22.81,15.59,15.08,45.88,0.8,78.47,4.96
2005,5,7,15.87,13.45,10.8,46.5,0.5,78.3,3.97
2005,5,8,17.14,12.12,11.67,50.25,0.26,78.55,3.38
